head,modified_head
pábhas,páb2has0
pabílu,pa0bí2lu0
páblik,páb2lik0
pablikár,pab0li0kár1
pablikú,pab0li0kú1
pablísir,pab0lí2sir0
pablisití,pab0li0si0tí1
páblum,páb2lum0
pabriká,pab0ri0ká1
pábu,pá2bu0
pabúr,pa0búr1
papabúr,pa0pa0búr1
purpabúr,pur0pa0búr1
paburíta,pa0bu0rí2ta0
paburitísmu,pa0bu0ri0tís2mu0
paburítu,pa0bu0rí2tu0
pád,pád1
pád,pád1
padayúgdug,pa0da0yúg2dug0
pádiŋ,pá2diŋ0
pinadiŋán,pi0na0di0ŋán1
padír,pa0dír1
pádir,pá2dir0
padír,pa0dír1
pádlak,pád2lak0
pádlas,pád2las0
pádpad,pád2pad0
padpád,pad0pád1
pádri,pád2ri0
pádrǐ,pád1
padrínu,pad0rí2nu0
pádrun,pád2run0
pádrun,pád2run0
padyáma,pad0yá2ma0
págq,pág1
pág,pág1
pagá,pa0gá1
pága,pá2ga0
pága,pá2ga0
pagádu,pa0gá2du0
pagádur,pa0gá2dur0
pága,pá2ga0
pagaqá,pa0ga0qá1
pagaqán,pa0ga0qán1
pagaqí,pa0ga0qí1
pagákpak,pa0gák2pak0
págal,pá2gal0
pagál,pa0gál1
pagán,pa0gán1
págan,pá2gan0
pagáŋ,pa0gáŋ1
pagáŋun,pa0gá2ŋun0
pagánti,pa0gán2ti0
pagánu,pa0gá2nu0
pagapák,pa0ga0pák1
pagarí,pa0ga0rí1
págas,pá2gas0
pagátpat,pa0gát2pat0
pagaqún,pa0ga0qún1
pagáw,pa0gáw1
kapágaw,ka0pá2gaw0
pagáwun,pa0gá2wun0
pagáwal,pa0gá2wal0
pagáwpaw,pa0gáw2paw0
pagawpawún,pa0gaw0pa0wún1
págba,pág2ba0
pághid,pág2hid0
pághut,pág2hut0
pági,pá2gi0
pagiyún,pa0gi0yún1
págkaq,pág2kaq0
págkaq,pág2kaq0
pagkaqá(←),pag0ka0qá(1
págkaŋ,pág2kaŋ0
págkut,pág2kut0
págpag,pág2pag0
págtuŋ,pág2tuŋ0
pagú,pa0gú1
págu,pá2gu0
pagúq,pa0gúq1
págud,pá2gud0
pagúd,pa0gúd1
pinágud,pi0ná2gud0
págqud,pág2qud0
pagúdpud,pa0gúd2pud0
pagúha,pa0gú2ha0
págquk,pág2quk0
pagqulíŋun,pag0qu0lí2ŋun0
pagqumáŋkun,pag0qu0máŋ2kun0
pagupák,pa0gu0pák1
pagúrut,pa0gú2rut0
pagút,pa0gút1
pagútput,pa0gút2put0
págya,pág2ya0
págyaq,pág2yaq0
páha,pá2ha0
páhak,pá2hak0
pahák,pa0hák1
pahámtaŋ,pa0hám2taŋ0
paháŋ,pa0háŋ1
páhaŋ,pá2haŋ0
páhat,pá2hat0
páhatanan,páha0ta0nan0
paháw,pa0háw1
pahawín,pa0ha0wín1
páhi,pá2hi0
páhid,pá2hid0
pahít,pa0hít1
pamáhid,pa0má2hid0
pahirán,pa0hi0rán1
pahiránan,pa0hi0rá2nan0
pahimáŋnuq,pa0hi0máŋ2nuq0
pahimulús,pa0hi0mu0lús1
pahimús,pa0hi0mús1
pahína,pa0hí2na0
pahína,pa0hí2na0
pahináhin,pa0hi0ná2hin0
pahinánti,pa0hi0nán2ti0
pahinár,pa0hi0nár1
pahinadúr,pa0hi0na0dúr1
pahinadúra,pa0hi0na0dú2ra0
pahít,pa0hít1
pamahít,pa0ma0hít1
pinahitán,pi0na0hi0tán1
pahiyúm,pa0hi0yúm1
páhuq,pá2huq0
pahugpahúg,pa0hug0pa0húg1
pahúliq,pa0hú2liq0
pahúŋ,pa0húŋ1
pahunpáhun,pa0hun0pá2hun0
pamahunpáhun,pa0ma0hun0pá2hun0
pahút,pa0hút1
pahutpahút,pa0hut0pa0hút1
pahúy,pa0húy1
páig,pá2qig0
paíg,pa0qíg
pináig,pi0ná2qig0
paigún,pa0qai0qún
paílub,pa0qaíqub0
mapailubún,ma0pa0qai0lu0qún
país,pa0qís
pinaisán,pi0na0qai0qán
paisánu,pa0qai0sá2qu0
paít,pa0qít
paítan,pa0qaíqan0
papáit,pa0pá2qit0
pák,pák1
paká,pa0ká1
páka,pá2ka0
pakáq,pa0káq1
pákaq,pá2kaq0
pakáq,pa0káq1
pákal,pá2kal0
pakáŋ,pa0káŋ1
pákaŋ,pá2kaŋ0
himákaŋ,hi0má2kaŋ0
pakáŋ,pa0káŋ1
pákqap,pák2qap0
pákas,pá2kas0
pinákas,pi0ná2kas0
pakát,pa0kát1
pakáw,pa0káw1
pákaw,pá2kaw0
pákaw,pá2kaw0
pákdul,pák2dul0
pákgaŋ,pák2gaŋ0
pákgaŋ,pák2gaŋ0
pákgut,pák2gut0
pákgut,pák2gut0
pákha,pák2ha0
pakíq,pa0kíq1
páki,pá2ki0
pakíq,pa0kíq1
pakíq,pa0kíq1
pakíbut,pa0kí2but0
pákids,pá2kid0
pakígq(←),pa0kíg1
pakígqan(←),pa0kíg2qan0
pakígqi,pa0kíg2qi0
pákqil,pák2qil0
pákiŋ,pá2kiŋ0
pakiŋán,pa0ki0ŋán1
pákiŋ,pá2kiŋ0
pákit,pá2kit0
pakíti,pa0kí2ti0
páklaŋ,pák2laŋ0
páklay,pák2lay0
pákliq,pák2liq0
páklid,pák2lid0
pákliŋ,pák2liŋ0
pákluy,pák2luy0
páknit,pák2nit0
pákpak,pák2pak0
pakpakán,pak0pa0kán1
pakpákun,pak0pá2kun0
pakpakún,pak0pa0kún1
pákpak,pák2pak0
pákshul,qákshul0
páksiq,pák2siq0
páksit,pák2sit0
páksiw,pák2siw0
paksiyún,pak0si0yún1
páksul,pák2sul0
páksut,pák2sut0
páktaw,pák2taw0
páktu,pák2tu0
páktul,pák2tul0
pamáktul,pa0mák2tul0
pamamatúl,pa0ma0ma0túl1
pamalatúl,pa0ma0la0túl1
paktúra,pak0tú2ra0
pakú,pa0kú1
pakú,pa0kú1
pakúq,pa0kúq1
pakuqpákuq,pa0kuq0pá2kuq0
pamakúq,pa0ma0kúq1
pákqan,pák2qan0
pákuq,pá2kuq0
pakúg,pa0kúg1
pakugpákug,pa0kug0pá2kug0
pakúl,pa0kúl1
pákul,pá2kul0
pakúma,pa0kú2ma0
pakúŋ,pa0kúŋ1
pakupák,pa0ku0pák1
pákut,pá2kut0
pakút,pa0kút1
kapákut,ka0pá2kut0
pákut,pá2kut0
pákwan,pák2wan0
pákyas,pák2yas0
kapakyasán,ka0pak0ya0sán1
pákyaw,pák2yaw0
mamamákyaw,ma0ma0mák2yaw0
mamakyáwan,ma0mak0yá2wan0
pál,pál1
pál,pál1
palá,pa0lá1
pála,pá2la0
palapála,pa0la0pá2la0
pála,pá2la0
palá,pa0lá1
pála,pá2la0
pálaq,pá2laq0
palaán,pa0la0qán
pinalaán,pi0na0la0qán
pinádqan,pi0nád2qan0
pálaq,pá2laq0
palábad,pa0lá2bad0
palabaŋáhan,pa0la0ba0ŋá2han0
palabáŋhan,pa0la0báŋ2han0
palábra,pa0láb2ra0
palábras,pa0láb2ras0
palábu,pa0lá2bu0
pálad,pá2lad0
palád,pa0lád1
paladpalád,pa0lad0pa0lád1
panimpálad,pa0nim0pá2lad0
himálad,hi0má2lad0
paŋhimálad,paŋ0hi0má2lad0
maŋhihimalád,maŋ0hi0hi0ma0lád1
paláran,pa0lá2ran0
kapaláran,ka0pa0lá2ran0
palárun,pa0lá2run0
paládyaw,pa0lád2yaw0
palág,pa0lág1
hipálag,hi0pá2lag0
palágpag,pa0lág2pag0
palágpag,pa0lág2pag0
palagupák,pa0la0gu0pák1
palahúta,pa0la0hú2ta0
pálqak,pál2qak0
palakáq,pa0la0káq1
palakáya,pa0la0ká2ya0
palakíru,pa0la0kí2ru0
palákpak,pa0lák2pak0
palakpalák,pa0lak0pa0lák1
palakúl,pa0la0kúl1
palákul,pa0lá2kul0
palakúlun,pa0la0kú2lun0
palakupák,pa0la0ku0pák1
palámban,pa0lám2ban0
palamíŋku,pa0la0míŋ2ku0
palanás,pa0la0nás1
palánduŋ,pa0lán2duŋ0
paláŋgaq,pa0láŋ2gaq0
mapinalaŋgaún,ma0pi0na0laŋ0ga0qún
pinaláŋgaq,pi0na0láŋ2gaq0
palaŋgána,pa0laŋ0gá2na0
plaŋganíta,laŋ0ga0ní2ta0
paláŋgiŋ,pa0láŋ2giŋ0
palaŋgíŋgiŋ,pa0laŋ0gíŋ2giŋ0
paláŋka,pa0láŋ2ka0
paláŋka,pa0láŋ2ka0
paláŋkiq,pa0láŋ2kiq0
paláŋri,pa0láŋ2ri0
palánhay,pa0lán2hay0
palánsa,pa0lán2sa0
pinalánsa,pi0na0lán2sa0
palántig,pa0lán2tig0
palantígun,pa0lan0tí2gun0
paláqpaq,pa0láq2paq0
palapág,pa0la0pág1
palápag,pa0lá2pag0
palapála,pa0la0pá2la0
palaqpálaq,pa0laq0pá2laq0
palaqpálaq,pa0laq0pá2laq0
palaríti,pa0la0rí2ti0
pálas,pá2las0
palás,pa0lás1
pinalasán,pi0na0la0sán1
pálas,pá2las0
pálas,pá2las0
palásan,pa0lá2san0
palasíbu,pa0la0sí2bu0
palástǎr,pa0lás1
palásu,pa0lá2su0
palásyu,pa0lás2yu0
palatá,pa0la0tá1
palatík,pa0la0tík1
palatíru,pa0la0tí2ru0
palátsu,pa0lát2su0
palátu,pa0lá2tu0
palatún,pa0la0tún1
paláw,pa0láw1
pálaw,pá2law0
palawán,pa0la0wán1
paláwqa,pa0láw2qa0
paláwir,pa0lá2wir0
pamaláwir,pa0ma0lá2wir0
paláypay,pa0láy2pay0
palaypayán,pa0lay0pa0yán1
palbaŋáan,pal0ba0ŋá2qan0
palbaŋáhan,pal0ba0ŋá2han0
pálda,pál2da0
paldíyas,pal0dí2yas0
páldu,pál2du0
pináldu,pi0nál2du0
pálhi,pál2hi0
pálhug,pál2hug0
palíq,pa0líq1
palíq,pa0líq1
paliás,pa0li0qás
palías,pa0lí2qas0
paliasún,pa0li0qia0qún
palíbkas,pa0líb2kas0
palíd,pa0líd1
palíd,pa0líd1
pálid,pá2lid0
pálid,pá2lid0
palíd,pa0líd1
palidpálid,pa0lid0pá2lid0
palídpid,pa0líd2pid0
palíhan,pa0lí2han0
paliháru,pa0li0há2ru0
palíhug,pa0lí2hug0
palikíru,pa0li0kí2ru0
palináq,pa0li0náq1
palínaq,pa0lí2naq0
palíŋ,pa0líŋ1
paliŋpalíŋ,pa0liŋ0pa0líŋ1
palíqpiq,pa0líq2piq0
palinpinún,pa0lin0pi0nún1
palís,pa0lís1
pális,pá2lis0
palíspis,pa0lís2pis0
pinalíspis,pi0na0lís2pis0
palít,pa0lít1
burúka,bu0rú2ka0
pálit,pá2lit0
himálit,hi0má2lit0
himalitán,hi0ma0li0tán1
himalítan,hi0ma0lí2tan0
palíta,pa0lí2ta0
palitadú,pa0li0ta0dú1
palitáw,pa0li0táw1
palítaw,pa0lí2taw0
palítu,pa0lí2tu0
pamalítu,pa0ma0lí2tu0
palítu,pa0lí2tu0
paliyá,pa0li0yá1
palíya,pa0lí2ya0
paliyár,pa0li0yár1
palyádu,pal0yá2du0
palyáwu,pal0yá2wu0
paliyú,pa0li0yú1
palíyu,pa0lí2yu0
pálku,pál2ku0
palkupálku,pal0ku0pál2ku0
pálma,pál2ma0
palmíra,pal0mí2ra0
palmíta,pal0mí2ta0
pálmu,pál2mu0
pálmug,pál2mug0
pálpag,pál2pag0
palpagú,pal0pa0gú1
pálpal,pál2pal0
palpalún,pal0pa0lún1
palpará,pal0pa0rá1
palsipikár,pal0si0pi0kár1
palsipikádu,pal0si0pi0ká2du0
palsipikasiyún,pal0si0pi0ka0si0yún1
pálsu,pál2su0
pálta,pál2ta0
himálta,hi0mál2ta0
páltik,pál2tik0
pamáltik,pa0mál2tik0
páltus,pál2tus0
palú,pa0lú1
pálu,pá2lu0
palupálu,pa0lu0pá2lu0
palúq,pa0lúq1
himalúq,hi0ma0lúq1
páluq,pá2luq0
paluáp,pa0lu0qáp
pálud,pá2lud0
paláwran,pa0láw2ran0
palúg,pa0lúg1
palúg,pa0lúg1
palumár,pa0lu0már1
palúŋ,pa0lúŋ1
palúŋ,pa0lúŋ1
pamáluŋ,pa0má2luŋ0
pinamáluŋ,pi0na0má2luŋ0
páluŋ,pá2luŋ0
pamáluŋ,pa0má2luŋ0
palúŋpuŋ,pa0lúŋ2puŋ0
palúŋpuŋ,pa0lúŋ2puŋ0
palúphu,pa0lúp2hu0
palúrus,pa0lú2rus0
palús,pa0lús1
palús,pa0lús1
pálus,pá2lus0
pálus,pá2lus0
pálut,pá2lut0
palút,pa0lút1
palútput,pa0lút2put0
palúy,pa0lúy1
pálwa,pál2wa0
pamálwa,pa0mál2wa0
palwáhun,pal0wá2hun0
pálya,pál2ya0
palyádu,pal0yá2du0
palyáwu,pal0yá2wu0
pályu,pál2yu0
pámq,pám1
pamáda,pa0má2da0
pamaláyi,pa0ma0lá2yi0
pamáluŋ,pa0má2luŋ0
pamául,pa0má2qul0
pámbul,pám2bul0
pámbut,pám2but0
pamilí,pa0mi0lí1
pamilínu,pa0mi0lí2nu0
pamílya,pa0míl2ya0
dipamílya,di0pa0míl2ya0
pamílyar,pa0míl2yar0
pamimíslun,pa0mi0mís2lun0
pamínaw,pa0mí2naw0
pamiŋkúŋan,pa0miŋ0kú2ŋan0
pamíŋwit,pa0míŋ2wit0
pamínta,pa0mín2ta0
pamínti,pa0mín2ti0
pamíntiq,pa0mín2tiq0
pamíntun,pa0mín2tun0
pamisliún,pa0mis0li0qún
pámlug,pám2lug0
pámpam,pám2pam0
pamámpam,pa0mám2pam0
pampamán,pam0pa0mán1
pampaŋgínya,pam0paŋ0gín2ya0
pampaŋgínyu,pam0paŋ0gín2yu0
pámpbut,qámpbut0
pámplit,qámplit0
pamúg,pa0múg1
pamulígi,pa0mu0lí2gi0
pamúu,pa0mú2qu0
mamamamuú,ma0ma0ma0mu0qú
pamúuk,pa0mú2quk0
pamyínta,pam0yín2ta0
pán,pán1
panadíru,pa0na0dí2ru0
panadiríya,pa0na0di0rí2ya0
pánq,pán1
páNq,páN1
panáq,pa0náq1
pána,pá2na0
pamámaq,pa0má2maq0
pinamanáan,pi0na0ma0ná2qan0
pánaq,pá2naq0
pinánaq,pi0ná2naq0
panábu,pa0ná2bu0
panabúgan,pa0na0bú2gan0
panagána,pa0na0gá2na0
panágqiŋ,pa0nág2qiŋ0
panahún,pa0na0hún1
panáhun,pa0ná2hun0
panáksan,pa0nák2san0
panákut,pa0ná2kut0
panalámban,pa0na0lám2ban0
panálaŋ,pa0ná2laŋ0
panaláŋin,pa0na0lá2ŋin0
panamá,pa0na0má1
panámban,pa0nám2ban0
panamílit,pa0na0mí2lit0
panaŋítan,pa0na0ŋí2tan0
panáptun,pa0náp2tun0
pánas,pá2nas0
panás,pa0nás1
pánas,pá2nas0
panatikú,pa0na0ti0kú1
panatísmu,pa0na0tís2mu0
pánaw,pá2naw0
panawán,pa0na0wán1
panáy,pa0náy1
pándak,pán2dak0
pándan,pán2dan0
pandáŋgu,pan0dáŋ2gu0
pinandáŋgu,pi0nan0dáŋ2gu0
pánday,pán2day0
dáut,dá2qut0
pandayán,pan0da0yán1
pamánday,pa0mán2day0
pandíta,pan0dí2ta0
pándul,pán2dul0
pánduŋ,pán2duŋ0
páŋq,páŋ1
paŋá,pa0ŋá1
páŋqan,páŋ2qan0
paŋádyiq,pa0ŋád2yiq0
paŋadyíun,pa0ŋad0yí2qun0
paŋadyiún,pa0ŋad0yi0qún
paŋág,pa0ŋág1
páŋag,pá2ŋag0
paŋagún,pa0ŋa0gún1
paŋághu,pa0ŋág2hu0
paŋágud,pa0ŋá2gud0
paŋáhas,pa0ŋá2has0
paŋalíya,pa0ŋa0lí2ya0
paŋálwan,pa0ŋál2wan0
paŋalyúpu,pa0ŋal0yú2pu0
paŋalyúpuq,pa0ŋal0yú2puq0
paŋámpis,pa0ŋám2pis0
paŋamúyuq,pa0ŋa0mú2yuq0
paŋán,pa0ŋán1
páŋan,pá2ŋan0
páŋqan,páŋ2qan0
paŋándak,pa0ŋán2dak0
paŋánduy,pa0ŋán2duy0
paŋánti,pa0ŋán2ti0
paŋantihán,pa0ŋan0ti0hán1
paŋánud,pa0ŋá2nud0
paŋapáŋ,pa0ŋa0páŋ1
paŋápaŋ,pa0ŋá2paŋ0
paŋármin,pa0ŋár2min0
paŋáwan,pa0ŋá2wan0
paŋáyam,pa0ŋá2yam0
paŋáyaw,pa0ŋá2yaw0
páŋdan,páŋ2dan0
tsína,sí2na0
páŋdul,páŋ2dul0
paŋdulpáŋdul,paŋ0dul0páŋ2dul0
kapaŋdulán,ka0paŋ0du0lán1
páŋgaq,páŋ2gaq0
páŋgal,páŋ2gal0
pamáŋgal,pa0máŋ2gal0
paŋgalatúk,paŋ0ga0la0túk1
paŋgasinínsi,paŋ0ga0si0nín2si0
páŋgaw,páŋ2gaw0
páŋgiq,páŋ2giq0
páŋgus,páŋ2gus0
paŋguún,paŋ0gu0qún
páŋhak,páŋ2hak0
páŋhaw,páŋ2haw0
páŋhit,páŋ2hit0
paŋhupáw,paŋ0hu0páw1
paŋilába,pa0ŋi0lá2ba0
paŋílin,pa0ŋí2lin0
maŋiŋílin,ma0ŋi0ŋí2lin0
paŋilyúpuq,pa0ŋil0yú2puq0
mapaŋilyupúun,ma0pa0ŋil0yu0pú2qun0
paŋímbig,pa0ŋím2big0
paŋimbísug,pa0ŋim0bí2sug0
paŋinánu,pa0ŋi0ná2nu0
paŋindáhay,pa0ŋin0dá2hay0
mapanindaháyun,ma0pa0nin0da0há2yun0
paŋít,pa0ŋít1
páŋit,pá2ŋit0
páŋqit,páŋ2qit0
paŋítaq,pa0ŋí2taq0
páŋkaq,páŋ2kaq0
paŋkaqpáŋkaq,paŋ0kaq0páŋ2kaq0
paŋkaáy,paŋ0ka0qáy
páŋkay,páŋ2kay0
páŋkiq,páŋ2kiq0
páŋkuq,páŋ2kuq0
pináŋkuq,pi0náŋ2kuq0
páŋkuq,páŋ2kuq0
páŋkug,páŋ2kug0
páŋkul,páŋ2kul0
páŋli,páŋ2li0
páŋlin,páŋ2lin0
páŋpaŋ,páŋ2paŋ0
paŋpaŋanún,paŋ0pa0ŋa0nún1
himaŋpaŋún,hi0maŋ0pa0ŋún1
kapaŋpáŋan,ka0paŋ0pá2ŋan0
paŋpaŋún,paŋ0pa0ŋún1
páŋsud,páŋ2sud0
páŋsut,páŋ2sut0
páŋu,pá2ŋu0
paŋúg,pa0ŋúg1
paŋúun,pa0ŋú2qun0
paŋulílaŋ,pa0ŋu0lí2laŋ0
paŋulípas,pa0ŋu0lí2pas0
paŋúŋgu,pa0ŋúŋ2gu0
paŋúŋgu,pa0ŋúŋ2gu0
páŋus,pá2ŋus0
páŋqus,páŋ2qus0
pinaŋqúsan,pi0naŋ0qú2san0
paŋúsmu,pa0ŋús2mu0
paŋút,pa0ŋút1
páŋyas,páŋ2yas0
paŋyáwan,paŋ0yá2wan0
paníd,pa0níd1
paníd,pa0níd1
pánid,pá2nid0
pánig,pá2nig0
paníga,pa0ní2ga0
paníguq,pa0ní2guq0
pánil,pá2nil0
paníNq,pa0níN1
paniŋúd,pa0ni0ŋúd1
pánis,pá2nis0
panít,pa0nít1
pánit,pá2nit0
pamánit,pa0má2nit0
pánkik,pán2kik0
pánkik,pán2kik0
páns,pán1
páns,pán1
pánsak,pán2sak0
pánsat,pán2sat0
pamánsat,pa0mán2sat0
pansayán,pan0sa0yán1
pánsi,pán2si0
pánsil,pán2sil0
pansilún,pan0si0lún1
kapansilún,ka0pan0si0lún1
pánsiŋ,pán2siŋ0
pánsiŋ,pán2siŋ0
pánsir,pán2sir0
pánsis,pán2sis0
pánsit,pán2sit0
pansitán,pan0si0tán1
pansitiríya,pan0si0ti0rí2ya0
pansitírya,pan0si0tír2ya0
pansiyadúr,pan0si0ya0dúr1
pánsu,pán2su0
pánsu,pán2su0
pánsud,pán2sud0
pánsuŋ,pán2suŋ0
pánsut,pán2sut0
pánsut,pán2sut0
pantalán,pan0ta0lán1
pantalún,pan0ta0lún1
pantálya,pan0tál2ya0
pantásma,pan0tás2ma0
pántat,pán2tat0
pántaw,pán2taw0
pantáwan,pan0tá2wan0
pantaypántay,pan0tay0pán2tay0
pánti,pán2ti0
pánti,pán2ti0
pamánti,pa0mán2ti0
pantíhan,pan0tí2han0
pantilít,pan0ti0lít1
pántiŋ,pán2tiŋ0
pantiyún,pan0ti0yún1
pánts,pán1
pántsak,qántsak0
pántug,pán2tug0
pántuk,pán2tuk0
pántun,pán2tun0
pantúplas,pan0túp2las0
panukú,pa0nu0kú1
panukús,pa0nu0kús1
panulíndaw,pa0nu0lín2daw0
panúluŋ,pa0nú2luŋ0
panumbálay,pa0num0bá2lay0
panumbalíŋ,pa0num0ba0líŋ1
panún,pa0nún1
pánun,pá2nun0
panúni,pa0nú2ni0
panurámik,pa0nu0rá2mik0
panurúsu,pa0nu0rú2su0
pánqus,pán2qus0
panút,pa0nút1
panútsa,pa0nút2sa0
panúylu,pa0núy2lu0
panuyúq,pa0nu0yúq1
pányas,pán2yas0
panyáwan,pan0yá2wan0
pányuq,pán2yuq0
panyulítu,pan0yu0lí2tu0
panyulún,pan0yu0lún1
pápa,pá2pa0
papá,pa0pá1
pápa,pá2pa0
pápaq,pá2paq0
páqpaq,páq2paq0
páqpā́,páq1
papán,pa0pán1
pápaŋ,pá2paŋ0
pápap,pá2pap0
pápas,pá2pas0
papás,pa0pás1
pinapasán,pi0na0pa0sán1
pápay,pá2pay0
pápqay,páp2qay0
pápha,páp2ha0
pamápha,pa0máp2ha0
papíl,pa0píl1
hapún,ha0pún1
dipapíl,di0pa0píl1
papílis,pa0pí2lis0
papilíta,pa0pi0lí2ta0
papilítus,pa0pi0lí2tus0
pápkurn,páp2kur0
páplin,páp2lin0
papriká,pap0ri0ká1
papsikúl,pap0si0kúl1
pár,pár1
parpár,par0pár1
pará,pa0rá1
pára,pá2ra0
pára,pá2ra0
paráda,pa0rá2da0
pamaráda,pa0ma0rá2da0
paradahán,pa0ra0da0hán1
paradísta,pa0ra0dís2ta0
parabír,pa0ra0bír1
parabulá,pa0ra0bu0lá1
paráda,pa0rá2da0
paráda,pa0rá2da0
paráda,pa0rá2da0
paradísta,pa0ra0dís2ta0
paradúr,pa0ra0dúr1
paragátus,pa0ra0gá2tus0
paragáyu,pa0ra0gá2yu0
paragparág,pa0rag0pa0rág1
paragúq,pa0ra0gúq1
parágwa,pa0rág2wa0
paraísu,pa0ra0qaíqu0
parák,pa0rák1
párak,pá2rak0
pinarák,pi0na0rák1
parák,pa0rák1
parakáyda,pa0ra0káy2da0
parakúl,pa0ra0kúl1
parákyut,pa0rák2yut0
parakyutír,pa0rak0yu0tír1
paraláyis,pa0ra0lá2yis0
paralisár,pa0ra0li0sár1
paralisádu,pa0ra0li0sá2du0
paralísis,pa0ra0lí2sis0
paralitikú,pa0ra0li0ti0kú1
páraŋ,pá2raŋ0
kapáraŋ,ka0pá2raŋ0
parapará,pa0ra0pa0rá1
parapín,pa0ra0pín1
parapirnálya,pa0ra0pir0nál2ya0
parapú,pa0ra0pú1
páras,pá2ras0
kapáras,ka0pá2ras0
parásan,pa0rá2san0
páras,pá2ras0
pináras,pi0ná2ras0
parasparás,pa0ras0pa0rás1
parasparás,pa0ras0pa0rás1
parát,pa0rát1
párat,pá2rat0
himarát,hi0ma0rát1
paráw,pa0ráw1
paráwu,pa0rá2wu0
paráy,pa0ráy1
paráyig,pa0rá2yig0
pamaráyig,pa0ma0rá2yig0
paráygun,pa0ráy2gun0
parayganáy,pa0ray0ga0náy1
párdnir,qárdnir0
párdu,pár2du0
párdun,pár2dun0
pári,pá2ri0
parí,pa0rí1
páriq,pá2riq0
parián,pa0ri0qán
pariqpáriq,pa0riq0pá2riq0
pariún,pa0ri0qún
paríd,pa0ríd1
parígla,pa0ríg2la0
paríha,pa0rí2ha0
kaparíha,ka0pa0rí2ha0
puluparíha,pu0lu0pa0rí2ha0
paliparíha,pa0li0pa0rí2ha0
paríhas,pa0rí2has0
paríhu,pa0rí2hu0
paríl,pa0ríl1
parílya,pa0ríl2ya0
parinhayít,pa0rin0ha0yít1
parínti,pa0rín2ti0
páris,pá2ris0
parispáris,pa0ris0pá2ris0
parisparís,pa0ris0pa0rís1
parisán,pa0ri0sán1
kapáris,ka0pá2ris0
parisún,pa0ri0sún1
parisíyu,pa0ri0sí2yu0
párka,pár2ka0
párki,pár2ki0
párkiŋ,pár2kiŋ0
parkiŋán,par0ki0ŋán1
parliyamínt,par0li0ya0mín1
parliyamíntu,par0li0ya0mín2tu0
párlur,pár2lur0
parmásya,par0más2ya0
parmasyutiká,par0mas0yu0ti0ká1
parmasyutikú,par0mas0yu0ti0kú1
parnásu,par0ná2su0
parsíla,par0sí2la0
pársir,pár2sir0
parsiyár,par0si0yár1
parsiyádu,par0si0yá2du0
párt,pár1
partayím,par0ta0yím1
partayimír,par0ta0yi0mír1
párti,pár2ti0
partipárti,par0ti0pár2ti0
párti,pár2ti0
partída,par0tí2da0
partída,par0tí2da0
partída,par0tí2da0
partída,par0tí2da0
partidísta,par0ti0dís2ta0
partídu,par0tí2du0
partidísta,par0ti0dís2ta0
partídu,par0tí2du0
kapartídu,ka0par0tí2du0
pamartídu,pa0mar0tí2du0
partídus,par0tí2dus0
partikulár,par0ti0ku0lár1
partíra,par0tí2ra0
partisipasiyún,par0ti0si0pa0si0yún1
partisiyún,par0ti0si0yún1
párts,pár1
páruq,pá2ruq0
pináruq,pi0ná2ruq0
paruqpáruq,pa0ruq0pá2ruq0
parúk,pa0rúk1
parúku,pa0rú2ku0
parúkya,pa0rúk2ya0
parukyánu,pa0ruk0yá2nu0
parúl,pa0rúl1
parulíru,pa0ru0lí2ru0
parúl,pa0rúl1
parúli,pa0rú2li0
parúla,pa0rú2la0
parulíru,pa0ru0lí2ru0
parulíru,pa0ru0lí2ru0
parúlus,pa0rú2lus0
parúni,pa0rú2ni0
parús,pa0rús1
párut,pá2rut0
parút,pa0rút1
kapárut,ka0pá2rut0
kaparútan,ka0pa0rú2tan0
parútput,pa0rút2put0
páruy,pá2ruy0
paruyparúy,pa0ruy0pa0rúy1
paryínti,par0yín2ti0
kaparyintíhan,ka0par0yin0tí2han0
pás,pás1
pás,pás1
pás,pás1
pás,pás1
pás,pás1
pasá,pa0sá1
pasahán,pa0sa0hán1
pasá,pa0sá1
pasahánan,pa0sa0há2nan0
pása,pá2sa0
pasapása,pa0sa0pá2sa0
pasapasá,pa0sa0pa0sá1
pásad,pá2sad0
pasádu,pa0sá2du0
pasadúr,pa0sa0dúr1
paságad,pa0sá2gad0
pasáhi,pa0sá2hi0
pasáhi,pa0sá2hi0
pasahíra,pa0sa0hí2ra0
pamasahíra,pa0ma0sa0hí2ra0
pasahíru,pa0sa0hí2ru0
pamasahíru,pa0ma0sa0hí2ru0
pasahiruán,pa0sa0hi0ru0qán
dipasahíru,di0pa0sa0hí2ru0
pasakályi,pa0sa0kál2yi0
pasakáyli,pa0sa0káy2li0
pasakpasák,pa0sak0pa0sák1
pasamánu,pa0sa0má2nu0
pasamánus,pa0sa0má2nus0
pásan,pá2san0
pásqan,pás2qan0
palásqan,pa0lás2qan0
pasqanunún,pas0qa0nu0nún1
magpalásqan,mag0pa0lás2qan0
magpapásqan,mag0pa0pás2qan0
pasáŋil,pa0sá2ŋil0
pasaníb,pa0sa0níb1
pasápul,pa0sá2pul0
pasapúrti,pa0sa0púr2ti0
pasár,pa0sár1
pronoún],ro0no0qún
pasádu,pa0sá2du0
pasár,pa0sár1
pásas,pá2sas0
pasatyímpu,pa0sat0yím2pu0
pásaw,pá2saw0
pasáw,pa0sáw1
pasawán,pa0sa0wán1
